par_id,text,label
635,"He would not tolerate nonsense and he did not allow anyone to intimidate him. He was wealthy and very comfortable and was very generous and friendly with his wealth. We had a banquet for all bosses in my community every three months. After that of the chiefs, he organized our and the children from poor families. In the past, he told us that it didn't mean something special that we were comfortable because God had created everyone the same.",1
8881,"The strange thing is that the creation of these colonies was something that these great men had no doubt at all to ensure the local African communities, of which they believed they need the advantages of ""modern civilization"". They expected to be remembered as the great benefactor of the continent, but are insulted everywhere as cruel racists.",1
6167,"""It is not just a question of income poverty. What matters are children in very poor families in overcrowded, cold and damp houses. There is an income problem, there is a problem with housing care and a problem with quality of living.""",1
8103,I don't want to affect the success of Paralympiers and I hope people enjoy seeing the games. But please do not think that what you watch is an example that all disabled people can follow. <h> trend that runs your dough a long way,1
2710,"These masses affected by poverty otherwise had little with the political negotiations in the corridors of power. There, the power structures were shaped according to independence, which determines the future of India and Pakistan. However, people were those who paid the price by suffering from the pain of massacres, displacement, destruction of property and homelessness who accompanied the division.",1
936,Laoi's charity organizations were called for the Community Chill Food Campaign <h> help the needy to receive more food donations,1
3806,"""I accept his apology and appreciate the contribution of $ 25,000 to inner-soles, one not for profit organization that I have found that children who are homeless or in need and I look forward to it, with another spirited but positive To get past our programs.",1
5458,"President Uhuru Kenyatta and his deputy William Ruto have made the country to illuminate houses, especially those in which they pose with poor families.",1
2714,It takes a lot of pain and hopelessness to get to this point,1
195,The Minister of Applied Sciences Grant Shapps added: “The need for the homeless should come to mind all year round - not just for Christmas.,1
6259,"""People in need is a message that every religion has,"" she said. ""I hope it will also spread to other communities.""",1
6826,"And let yourself be recognized that 20 wives and mothers have met with a shocking lack of support and an unacceptable level of judgment, which means that young women feel hopeless and discouraged.",1
5778,"""It is tragic that a small child in a sense of hopelessness would be caught ... it is a tragedy that has to be heard throughout the country if we want to move out a dividend of the change"" Tuesday.",1
2577,"Later in 2008, Avril Lavigne received an honorary certificate from the China Association of Social Workers for their work for the collection of donations for poor families and children with disabilities in China. She had also visited and gave gifts to children who were injured in the earthquake of the Sichuan province.",1
9087,“People with low incomes must be protected from these unscrupulous operators who have our most at risk.,1
1322,"""We not only serve the children and homeless people, but also try to follow their houses and send them home while we are doing this while trying to get involved in creative activities such as drawing,"" he reveals.",1
8495,"He emphasized because he extracted the poorest from the poverty cycle and said the government had started a great drive against poverty, including the Benazir income support program, which supported millions of poor families across the country.",1
4330,"Over a hundred children received an insight into such moments in the Read-Along-Die Warmth last week in the main office of the Inquirer in Makati City in the Read-Along, which wraps a disabled child after discovering the unconditional love of a father or excitement when they come when they Support of relatives revived the determination of realizing a dream or founding a new one.",1
1933,"At that time, the handful of Bhikkhunis was not only illiterate, but also homeless and hungry, says Bhikkhuni Lekshe. ""They needed help.""",1
3432,"According to Hill, there are very few cases of homeless people at May Pen Cemetery, and it is the responsibility of the inspector of the cemeteries to report the matter to the responsible agencies in order to remove such people, to check, medically, feed, feed, feed, fed and placed in a care facility.",1
9823,Apparently people who undergo the transgender process in Dr. Ablows eyes broken people who have to be repaired. There are no transgender people - only people who are confused and have to be treated to relieve their condition.,1
8237,"Even people who are disabled can still practice karate and have a feeling of performance. It is not important what is her state of being, people are encouraged to exceed.",1
3091,"Although a change in politics is necessary in the development sector in South Africa in South Africa, the first step is a change in the way of thinking. When you see the conditions under which the children of poor families learn, it is clear that we don't appreciate poor black children. Your life and future prospects are not appreciated as you should be. In addition, we have to recognize the importance of the first years of a child's life. This is a time of fast brain development, which is greater than at any other time in a person's life. In addition, not only the early experiences of a child form his lifelong learning, but also on his physical and mental health.",1
2000,"It is encouraging that the poor families all over India now realize that the best thing they can do for their children is to offer them high -quality education that would enable them to equip their ways of life to improve. The parents pursue the progress of their children in schools as much as possible, in view of their poverty conditions and their day today, they fight to make a living.",1
2658,"Through this exercise, the prime minister would go to the poor families immensely and to do the idea of ​​what is important to give them hope that the government would understand their emergency and improve their morals.",1
5216,"""Our message to every homeless is that they are worth more than a million stars and we concentrate on the value of every single person.""",1
7015,"""We informed the President of the Maldives that we can transform them from climate folding to climate innovators,"" said Paul van de Camp, CEO of Dutch Docklands.",1
1113,"The main platforms of the train station were laid with tables and decorated with a Christmas tree and garlands, since over 200 homeless people in London were served by 80 volunteers from Network Rail alongside volunteers by other charity organizations.",1
880,Dennis insisted that his initiative was not sponsored in any way and was only driven at his request to help women in need.,1
118,"This is the rhetoric of what the anthropologist Laura Agust? n calls the ""rescue industry"" - a term used to describe people and institutions that all sex workers design as victims who have to save. For example, Catherine Mackinnon has argued that ""in prostitution women have sex with men with whom they would never have sex.",1
6715,"The establishment of a library is an ideal yardstick for the services of society ""Order a feeling of trust in homeless people and helps to change their perspective on life.",1
7274,"Antries for hopelessness Pulitzer prize winner Roy Gutman, author of How We missed the story, argued that journalism in conflict zones changes more changes and hope as an antidote against hopelessness.",1
9768,"In the context of Bangladesh, the existence of a place like the CRP is wonderfully. In contrast to the most part of the country, the disabled are not patronized here, but the help you need, according to your individual needs and, above all, the trust that you can lead productive life again despite your injuries. The disabled and we as a society debt of heroic work that men and women did a lot and their partners.",1
5460,"Once again, the stateless Rohingya are on the run - homeless and more and more hopeless.",1
3396,And belief in a common feeling of social justice - the desire to help the needy.,1
508,"""The United States respect and admire the compassionate reaction of their nation to the needy.""",1
10142,"He recognized the absurdity of discrepancy and social injustice of prosperity and social injustice, which he finally married and built grocery stores - a charity that helps poor families to put food on their tables and never be happier.",1
4278,"Therefore, he encouraged citizens to give their time to give talents and resources to help the needy, he said.",1
8522,"""This is something that was enormous to us, and these young men and women are very grateful for what was done for them,"" he said.",1
2717,"The central market of Thessaloniki (CMT) is working on the introduction of a project with Bulgarian organizations to reduce the waste of fruit and vegetables. The aim of the project is to collect fresh products that are not suitable for trade, but are still perfectly fine for consumption. These product volumes are then redistributed in initiatives to support needy such as food banks. The project still has to be approved by the European Commission.",1
1264,"Together with its Member States, the European Union is the leading donor of humanitarian aid worldwide. Auxiliary aid is an expression of European solidarity towards the needed around the world. The aim is to save lives, prevent and relieve human suffering and to protect the integrity and human dignity of the population groups affected by natural disasters and artificial crises. You can find more information on the Echo website.",1
6837,"""A case was opened and we will also have a meeting as a security cluster to develop a comprehensive, integrated strategy to prevent this. We do this because we are a caring department and our responsibility is to protect the vulnerable ""Especially older people and people with disabilities,” she said.",1
2780,"At such times, the principle of Christ would heat the hearts of the brothers and sisters. ""When I was hungry, you feed me; when I was thirsty, you gave me to drink when I was naked, you dressed me when I was sick and homeless, you took me in."" Welcome to my kingdom! <h> The distorted body was brought to a funeral home",1
7407,"No right -hand person could seriously consider supporting a campaign entitled ""Team Ched"". But the poisonous threshold of the reaction of social media that the Evans judgment unleashed was terrifying. The woman, who had certainly been humiliated enough after overhauling every facet of her sex life in a courtroom, once again emerged from a world of pathological abuse. So also women who tried to speak for them. A temporary look at this terrible publicly whipping revealed a fundamental hypocrisy. The recent publication of Donald Trump's video recording, which made sexually aggressive comments on women, was convicted worldwide.",1
2871,"Paul Dawar, critic of the NDP State Department, accused the government, from the international community and Canada's own tradition of accepting those who need the most, regardless of their background.",1
9571,"The Pangarap Village was originally distributed as part of the President of the late President Ferdinand Marcos by Presidential Depret. Among those who benefited from the ""Land for the Landlos"" of the government were government employees for Malaca who worked for Malaca? Ang and urban poor families who bought small plots of land.",1
